filename,contrast_glcm,correlation_glcm,energy_glcm,homogeneity_glcm,entropy_glcm,variance_glcm,std_dev_glcm,skewness_glcm,mean_glcm,energy_lbp,entropy_lbp,contrast_lbp,homogeneity_lbp,variance_lbp,std_dev_lbp,skewness_lbp,mean_lbp,kelas_kualitas,usia_simpan
3_87_preprocessed.jpg,0.9308952085736255,4.525832093630916,0.13859522127895002,0.7847885443699538,3.770741284669983,2.321400040868098,1.5236141377882058,0.4277422316274042,1.802951095350892,0.3826240720110594,0.6401309166356707,0.6579320460089616,3.320275981791863,0.001395674429699314,0.037358726285826635,2.5232765147892864,1.0804277045646238,Kurang Berkualitas,3 minggu
3_87_aug1.jpg,0.9344562788350634,4.52216186216194,0.1385456919252273,0.7843903859593265,3.771402195027821,2.319900466219419,1.523121947258137,0.4271809405714907,1.8026449709948031,0.3828203580225406,0.6400149436015538,0.6576809353198257,3.320096975608906,0.0013966437433362586,0.037371697089324946,2.524231362798391,1.0805161308834115,Kurang Berkualitas,3 minggu
3_87_aug2.jpg,0.9354415369088811,4.548113851907633,0.1381651709889418,0.7845801627278772,3.780037329292159,2.3362271634480454,1.52847216639625,0.4324647832585233,1.8104377706160388,0.38037042365179974,0.6421162717814665,0.6574754126177649,3.320481811957177,0.0013845453019992664,0.03720947865798803,2.5197811853468433,1.0798313041878627,Kurang Berkualitas,3 minggu
3_86_preprocessed.jpg,0.8709621449682814,4.622693956247197,0.1394580916526227,0.7912523914794677,3.748394397918971,2.341022289347785,1.5300399633172281,0.4136273563100867,1.8071813239052048,0.3858798006431717,0.6385452813267631,0.6566167760678165,3.3256947653126745,0.001411752101956659,0.03757328974094043,2.538182605325316,1.083414895788377,Kurang Berkualitas,3 minggu
3_86_aug1.jpg,0.8698444408400615,4.613266299214381,0.13962750700047968,0.7915908102466884,3.745288231148586,2.335638392829694,1.5282795532328808,0.4120724082150337,1.8044509553409758,0.3872113921561389,0.637458442175058,0.6569950433324713,3.3252900259327984,0.001418327862514522,0.03766069386661008,2.5398548649184645,1.0836983986062936,Kurang Berkualitas,3 minggu
3_86_aug2.jpg,0.8694936743079585,4.619271057058069,0.13930025877966895,0.7911411560386001,3.7492570536318133,2.3406913771679405,1.5299318210848287,0.4145871327802618,1.8067091913561424,0.38676161131572606,0.637386010567381,0.6575748773168374,3.325719354972351,0.001416106722561866,0.037631193477776735,2.53705500130366,1.0833634508108994,Kurang Berkualitas,3 minggu
3_88_preprocessed.jpg,1.1385609651336024,4.3462379937029,0.1160610602250577,0.7464123619321095,3.937076468742337,2.1732328535084315,1.4741888798618823,0.42832697920782864,1.7950121952892686,0.3298817402582526,0.6945466649396334,0.640137283880568,3.3143624623110806,0.0011352184704261946,0.033693003285937495,2.444324396071117,1.065440109888145,Kurang Berkualitas,3 minggu
3_88_aug1.jpg,1.1402653877114572,4.346563581394128,0.11601633248893392,0.7462870022447295,3.9383078065275945,2.1734007774689443,1.4742458334582276,0.42637920551233444,1.7951832408507937,0.3293298510734072,0.6952778096906939,0.6396923300563079,3.3147105564641013,0.0011324930917355994,0.0336525347000133,2.4452406699263123,1.0655766064289387,Kurang Berkualitas,3 minggu
3_88_aug2.jpg,1.0918325734092655,4.188399374107281,0.11738316902654648,0.7494776481773265,3.899017247308211,2.093317580426807,1.4468301836866713,0.4247343089740014,1.7513740106395137,0.3315707393820725,0.6927780210637658,0.6411714906947884,3.3149317907402795,0.0011435592068401196,0.03381655226128352,2.4466942943211425,1.0660152068100246,Kurang Berkualitas,3 minggu
3_89_preprocessed.jpg,1.0469302071318722,4.516085131968131,0.13369878186861348,0.766637779790225,3.842394321175396,2.3515098547220505,1.5334633529113275,0.4576980003126405,1.8310521787350322,0.36177555796517563,0.658610356952846,0.6522868591962584,3.3128080518913383,0.0012927188047813694,0.035954398962871975,2.4827544301314495,1.0722117677006744,Kurang Berkualitas,3 minggu
3_89_aug1.jpg,1.046999080882353,4.52348071327056,0.13364562849644035,0.7667202328030887,3.84332907061001,2.355847695841157,1.5348770947020993,0.45742561420879746,1.8327906413518131,0.36225879004982264,0.658373599281108,0.6523786003107439,3.3129757350839975,0.001295105136063577,0.0359875691880346,2.4840710053838446,1.0724772006333736,Kurang Berkualitas,3 minggu
3_89_aug2.jpg,1.0486526816608994,4.65840448759094,0.13328973308706737,0.7665700043753203,3.855911344110856,2.409829516887485,1.5523625597415975,0.4448090047846068,1.8587286665298466,0.35944218699654745,0.6617367359834375,0.6509621702495194,3.314371877952744,0.0012811959851832056,0.03579379813854917,2.4852556098197573,1.072691939303677,Kurang Berkualitas,3 minggu
3_90_preprocessed.jpg,1.0739504787821992,5.1977717433501684,0.1305209627338022,0.7619980141566429,3.9233599219680686,2.6396323983035535,1.6246945553868128,0.41378075051209573,1.9707136031491679,0.35116273443074253,0.6709967875304406,0.6488168975354317,3.3139548407154926,0.0012403097996730584,0.035218032308365246,2.4739703908338813,1.0707657133077182,Kurang Berkualitas,3 minggu
3_90_aug1.jpg,1.0758637603325645,5.196143005415166,0.13058264049914017,0.761921061081704,3.9233290419715052,2.638872934147896,1.624460813361743,0.41308324002523983,1.97053206210437,0.3508055303138726,0.6713677082124659,0.6483058222919017,3.3141625237337644,0.0012385458287255521,0.03519297982162852,2.4747719874762057,1.0708350139540808,Kurang Berkualitas,3 minggu
3_90_aug2.jpg,1.0323816410755478,4.995788917426928,0.1322808415997715,0.7652128796831232,3.883601521537904,2.5416539979307893,1.59425656590487,0.41724078633368744,1.9203021439365777,0.35439218253678384,0.6677545548315102,0.6489163622345042,3.3153118920198805,0.0012562576915547438,0.03544372570081684,2.4817494642310782,1.0721177770351613,Kurang Berkualitas,3 minggu
3_91_preprocessed.jpg,0.813793207540369,4.327539420518133,0.135271302203571,0.7927817762113015,3.7184859690764673,2.1480393434439415,1.46561909903083,0.4104869657756943,1.7265021354750385,0.37696936958250366,0.6488085005351865,0.6539216218071516,3.3323268708220146,0.001367749973262002,0.03698310388896532,2.536426086880047,1.0838290433555902,Kurang Berkualitas,3 minggu
